ID,Standard_Age,Site_Name,variable,Latitude,Longitude,Location,Sampling,Loc_Samp_NO,Loc_Samp_ALL,Earliest_Year,Most_Recent_Year,Early_Age,Late_Age,Time_Unit,Country,Title,Authors,DOI,file_dir
99.0,"['Northgrippian', 'Greenlandian']", White Moon Cave,"['##"" in columns one and two.', '## depth_cm\tdepth, , , centimeter, , speleothems, , ,N, depth from top of stalagmite', '## age_calBP\tage, , , calendar year before present, , speleothems, , ,N,', '## age_calBP+\tage, , range upper bound, calendar year before present, , speleothems, , ,N,', '## age_calBP-\tage, , range lower bound, calendar year before present, , speleothems, , ,N,', '## d44CaBSE\tdelta 44Ca, calcium carbonate, , per mil BSE, ,speleothems,,thermal ionization mass spectrometry,N,', '## d44Ca915A\tdelta 44Ca, calcium carbonate, , per mil SRM 915a, ,speleothems,,thermal ionization mass spectrometry,N,', '## d44Caerr\tdelta 44Ca, calcium carbonate, two standard deviations, per mil, ,speleothems,,thermal ionization mass spectrometry,N,']",37.0,-122.183,46,92,2,3,8587.0,6927.0,0.008587,0.006927, Cal Year BP, United States Of America, Semi-Quantitative Estimates of Rainfall Variability during the 8.2kyr Event in California using Speleothem Calcium Isotope Ratios," Cameron B. de Wet, Andrea M. Erhardt, Warren D. Sharp, Naomi E. Marks, Harold J. Bradbury, Alexandra V. Turchyn, Yiruo Xu, and Jessica L. Oster",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\california\whitemoon2020d44ca.txt
100.0,"['Northgrippian', 'Greenlandian']", White Moon Cave,"['##"" in columns one and two.', '## depth_cm\tdepth, , , centimeter, , speleothems, , ,N,depth from top of stalagmite ', '## age_calBP\tage, , , calendar year before present, , speleothems, , ,N,', '## age_calBP+\tage, , range upper bound, calendar year before present, , speleothems, , ,N,', '## age_calBP-\tage, , range lower bound, calendar year before present, , speleothems, , ,N,', '## 87Sr/86Sr\t87Sr/86Sr, calcium carbonate, , dimensionless, ,speleothems,,,N,', '## 87Sr/86Srerr\t87Sr/86Sr, calcium carbonate, two standard deviations, dimensionless, ,speleothems,,,N,']",37.0,-122.183,46,93,3,3,8530.0,6937.0,0.00853,0.006937, Cal Year BP, United States Of America, Semi-Quantitative Estimates of Rainfall Variability during the 8.2kyr Event in California using Speleothem Calcium Isotope Ratios," Cameron B. de Wet, Andrea M. Erhardt, Warren D. Sharp, Naomi E. Marks, Harold J. Bradbury, Alexandra V. Turchyn, Yiruo Xu, and Jessica L. Oster",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\california\whitemoon2020sr87sr86.txt
101.0,['Northgrippian'], Brown's Cave,"['##"" in columns one and two.', '## depth_mm\tdepth, , , mm, , , Distance from top of speleothem, ,N', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, , speleothem, , ,N ', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil VPDB, , speleothem, , ,N ']",22.8894,-82.5186,47,94,1,1,6603.0,4626.0,0.006603,0.004626, Cal Year BP, United States Of America, A Speleothem-based mid-Holocene precipitation reconstruction for West-Central Florida," Pollock, A.L., P.E. van Beynen, K.L. DeLong, V. Polyak and Y. Asmerom",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\florida\browns2017iso.txt
103.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']",Cold Water Cave Stalagmite Stable Isotope Data,[],43.28,91.58,48,96,1,1,9000.0,0.0,0.009,0.0, Cal Year BP,"northeastern Iowa, USA",Evidence for increased cool season moisture during the middle Holocene.,"Denniston, R.F., L.A. Gonz, Y. Asmerom, R.G. Baker, 
M.K. Reagan, and E.A. Bettis III",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\iowa\coldwater_cave.txt
104.0,"['Meghalayan', 'Northgrippian']",Mystery Cave ,[],43.37,92.18,49,97,1,1,7500.0,0.0,0.0075,0.0, Cal Year BP,CHN,"Speleothem evidence for Holocene fluctuations of the 
prairie-forest ecotone, north-central USA.","Denniston, R.F., L.A. Gonz, R.G. Baker, 
Y. Asmerom, M.K. Reagan, R.L. Edwards, and C. Alexander",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\minnesota\mystery_cave.txt
105.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']",Spring Valley Caverns,[],43.44,92.24,50,98,1,1,8500.0,0.0,0.0085,0.0, Cal Year BP,CHN,"Speleothem evidence for Holocene fluctuations of the 
prairie-forest ecotone, north-central USA. ","Denniston, R.F., L.A. Gonz, R.G. Baker, 
Y. Asmerom, M.K. Reagan, R.L. Edwards, and C. Alexander. ",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\minnesota\spring_valley_caverns.txt
106.0,['Meghalayan'], Devil's Icebox,[],38.9,-92.3,51,99,1,2,3649.0,740.0,0.003649,0.00074, Cal Year BP, USA, A Last Glacial Maximum Through Middle Holocene Stalagmite Record of Coastal Western Australia Climate.," Rhawn F. Denniston, Michelle DuPree, Jeffrey A. Dorale, Yemane Asmerom, Victor J. Polyak, Scott J. Carpenter",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\missouri\devilsicebox2007dib-1.txt
107.0,['Meghalayan'], Devil's Icebox,[],38.9,-92.3,51,100,2,2,3598.0,1857.0,0.003598,0.001857, Cal Year BP, USA, A Last Glacial Maximum Through Middle Holocene Stalagmite Record of Coastal Western Australia Climate.," Rhawn F. Denniston, Michelle DuPree, Jeffrey A. Dorale, Yemane Asmerom, Victor J. Polyak, Scott J. Carpenter",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\missouri\devilsicebox2007dib-2.txt
108.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper']", Devils Hole,"['## watertable\twater table depth,,,meter,,speleothems; climate reconstructions,,,N, relative to present water table', '## age_calBP\tage,,,calendar year before present, , speleothems; climate reconstructions,,,N,', '## age_err\tage,,one standard deviation, calendar year before present,,speleothems; climate reconstructions, , ,N, ', '## notes\tnotes,,,,, speleothems; climate reconstructions,,,C, deposit type']",36.4256,-116.2908,52,101,1,1,116000.0,1100.0,0.116,0.0011, Cal Year BP,USA," Paleoclimatic Inferences from a 120,000-Yr Calcite Record of Water-Table Fluctuation in Browns Room of Devils Hole, Nevada"," Szabo, Barney J.; Kolesar, Peter T.; Riggs, Alan C.; Winograd, Isaac J.; Ludwig, Kenneth R.",10.1006/qres.1994.1007,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\devilshole-szabo-1994.txt
109.0,['Meghalayan'],UnknownPlace,[],36.5,116.7,53,102,1,2,567.0,60.0,5.669999999999999e-07,6e-08, cal kyr BP,CHN,Data for Devils Hole core DH-11. ,"Landwehr, J.M., T.B. Coplen, K.R. Ludwig, I.J. Winograd, 
and A.C. Riggs. ",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\devilshole1997.txt
110.0,['Meghalayan'],UnknownPlace,[],36.5,116.7,53,103,2,2,567.0,4.0,5.669999999999999e-07,4e-09, cal kyr BP,CHN,"The chronology for the d18O record from Devils Hole, Nevada, 
extended into the mid-Holocene. ","Landwehr, J.M., W.D. Sharp, T.B. Coplen, K.R. Ludwig, 
and I.J. Winograd.",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\devilshole2011.txt
111.0,"['Northgrippian', 'Greenlandian', 'Upper', 'Chibanian']", Devils Hole #2,"['##"" in columns one and two.', '## depth_mm\tdepth, , , mm, , , distance along growth axis from base, ,N ', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB uncorrected for changes in seawater, ,speleothem, , ,N ', '## age_calBP\tage, , , calendar years before present (1950 A.D.), , , , ,N', '## age_calBP2S\tage 2 sigma error, , , calendar years, , , 2 sigma uncertainty on age, ,N']",36.4167,-116.2833,54,104,1,3,204226.0,4896.0,0.204226,0.004896, Cal Year BP, United States Of America , Reconciliation of the Devils Hole climate record with orbital forcing," Gina E. Moseley, R. Lawrence Edwards, Kathleen A. Wendt, Hai Cheng, Yuri Dublyansky, Yanbin Lu, Ronny Boch, Christoph Spotl", 10.1126/science.aad4132,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\devilshole2016dh2d.txt
112.0,"['Northgrippian', 'Greenlandian', 'Upper']", Devils Hole #2,"['##"" in columns one and two.', '## depth_mm\tdepth, , , mm, , , distance along growth axis from base, ,N ', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB uncorrected for changes in seawater, ,speleothem, , ,N ', '## age_calBP\tage, , , calendar years before present (1950 A.D.), , , , ,N', '## age_calBP2S\tage 2 sigma error, , , calendar years, , , 2 sigma uncertainty on age, ,N']",36.4167,-116.2833,54,105,2,3,50131.0,5534.0,0.050131,0.005534, Cal Year BP, United States Of America , Reconciliation of the Devils Hole climate record with orbital forcing," Gina E. Moseley, R. Lawrence Edwards, Kathleen A. Wendt, Hai Cheng, Yuri Dublyansky, Yanbin Lu, Ronny Boch, Christoph Spotl", 10.1126/science.aad4132,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\devilshole2016dh2et1.txt
113.0,"['Northgrippian', 'Greenlandian', 'Upper', 'Chibanian']", Devils Hole,"['##"" in columns one and two.', '## age_BP2000\tage, , , calendar years before 2000CE, , , , ,N, present defined as 2000 CE', '## d18O\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N,composite 100-yr interpolated', '## d18Oivc\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N, corrected for ice-volume ', '## d18Oflt\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N,filtered for difference in precipitation d18O values between the sites as determined from multiple regression analysis ']",36.4167,-116.2833,54,106,3,3,204200.0,5000.0,0.20415,0.00495, Cal Year BP2000, United States Of America , Arctic cryosphere and Milankovitch forcing of Great Basin paleoclimate," Matthew Lachniet, Yemane Asmerom, Victor Polyak, Rhawn Denniston",10.1038/s41598-017-13279-2 ,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\devilshole2017.txt
114.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper', 'Chibanian']", Devils Hole 2,"['##"" in columns one and two.', '## coreID\tsample identification, , , , , speleothems; climate reconstructions, , , C, core name', '## watertable\twater table depth, , , meter, , speleothems; climate reconstructions, , ,N, relative to present water table', '## depth_mm\tdepth, , , millimeter, , speleothems; climate reconstructions, , , N, distance from top of core', '## age_calBP\tage, , , calendar year before present, , speleothems; climate reconstructions, , ,N,', '## age_err\tage, , one standard deviation, calendar year, , speleothems; climate reconstructions, , ,N, ', '## dep_type\tnotes, , , , , speleothems; climate reconstructions, , ,C, deposit type', '## change_dir\tnotes, , , , , speleothems; climate reconstructions, , ,C, direction of inferred water table change', '## extrap\tnotes, , , , , speleothems; climate reconstructions, , , C, was boundary age extrapolated?']",36.416,-116.283,55,107,1,1,350000.0,0.0,0.35,0.0, Cal Year BP, United States Of America, Moisture availability in the southwest United States over the last three glacial-interglacial cycles," Kathleen A. Wendt, Yuri V. Dublyansky, Gina E. Moseley, R. Lawrence Edwards, Hai Cheng, and Christoph Sp??tl", 10.25921/pwvx-6275,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\devilshole2watertable.txt
115.0,['Upper'], Goshute Cave,[],40.3,-114.8,56,108,1,2,101902.0,90808.0,0.101902,0.090808, Cal Year BP, USA, Synchronous millennial-scale climatic changes in the Great Basin and the North Atlantic during the last interglacial," Rhawn F. Denniston,Yemane Asmerom,Victor Polyak,Jeffrey A. Dorale,Scott J. Carpenter,Charles Trodick,Brian Hoye,Luis A. Gonz??lez ",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\goshutecave2007gc2.txt
116.0,['Upper'], Goshute Cave,[],40.3,-114.8,56,109,2,2,101000.0,83683.0,0.101,0.083683, Cal Year BP, USA, Synchronous millennial-scale climatic changes in the Great Basin and the North Atlantic during the last interglacial," Rhawn F. Denniston,Yemane Asmerom,Victor Polyak,Jeffrey A. Dorale,Scott J. Carpenter,Charles Trodick,Brian Hoye,Luis A. Gonz??lez ",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\goshutecave2007gc3.txt
117.0,"['Greenlandian', 'Upper']", Lehman Caves,"['##"" in columns one and two.', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## Mg/Cacarb\tMg/Ca ratio, speleothem calcite, , (mol/mol), ,speleothem, , laser ablation ICPMS,N ', '## Sr/Cacarb\tSr/Ca ratio, speleothem calcite, , (mmol/mol), ,speleothem, , laser ablation ICPMS,N ']",39.0056,-114.2203,57,110,1,4,16400.0,10164.0,0.0164,0.010164, Cal Year BP, United States Of America, Mid-Holocene drying of the U.S. Great Basin recorded in Nevada speleothems," Steponaitis, Elena; Andrews, Alexandra; McGee, David; Quade, Jay; Hsieh, Yu-Te; Broecker, Wallace S.; Shuman, Bryan N.; Burns, Stephen J.; Cheng, Hai", 10.1016/j.quascirev.2015.04.011,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\lehman2015cdr3elem.txt
118.0,"['Greenlandian', 'Upper']", Lehman Caves,"['##"" in columns one and two.', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## d18OcarbVPDB\tdelta 18O, speleothem calcite, , VPDB, ,speleothem, , isotope ratio mass spectrometry,N ', '## d13CcarbVPDB\tdelta 13C, speleothem calcite, , VPDB, ,speleothem, , isotope ratio mass spectrometry,N ']",39.0056,-114.2203,57,111,2,4,16400.0,10170.0,0.0164,0.01017, Cal Year BP, United States Of America, Mid-Holocene drying of the U.S. Great Basin recorded in Nevada speleothems," Steponaitis, Elena; Andrews, Alexandra; McGee, David; Quade, Jay; Hsieh, Yu-Te; Broecker, Wallace S.; Shuman, Bryan N.; Burns, Stephen J.; Cheng, Hai", 10.1016/j.quascirev.2015.04.011,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\lehman2015cdr3iso.txt
119.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Lehman Caves,"['##"" in columns one and two.', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## Mg/Cacarb\tMg/Ca ratio, speleothem calcite, , (mol/mol), ,speleothem, , laser ablation ICPMS,N ', '## Sr/Cacarb\tSr/Ca ratio, speleothem calcite, , (mmol/mol), ,speleothem, , laser ablation ICPMS,N ']",39.0056,-114.2203,57,112,3,4,11449.0,3977.0,0.011449,0.003977, Cal Year BP, United States Of America, Mid-Holocene drying of the U.S. Great Basin recorded in Nevada speleothems," Steponaitis, Elena; Andrews, Alexandra; McGee, David; Quade, Jay; Hsieh, Yu-Te; Broecker, Wallace S.; Shuman, Bryan N.; Burns, Stephen J.; Cheng, Hai", 10.1016/j.quascirev.2015.04.011,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\lehman2015wr11elem.txt
120.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Lehman Caves,"['##"" in columns one and two.', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## d18OcarbVPDB\tdelta 18O, speleothem calcite, , VPDB, ,speleothem, , isotope ratio mass spectrometry,N ', '## d13CcarbVPDB\tdelta 13C, speleothem calcite, , VPDB, ,speleothem, , isotope ratio mass spectrometry,N ']",39.0056,-114.2203,57,113,4,4,11446.0,3836.0,0.011446,0.003836, Cal Year BP, United States Of America, Mid-Holocene drying of the U.S. Great Basin recorded in Nevada speleothems," Steponaitis, Elena; Andrews, Alexandra; McGee, David; Quade, Jay; Hsieh, Yu-Te; Broecker, Wallace S.; Shuman, Bryan N.; Burns, Stephen J.; Cheng, Hai", 10.1016/j.quascirev.2015.04.011,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\lehman2015wr11iso.txt
121.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper', 'Chibanian']", Leviathan Cave,"['##"" in columns one and two.', '##age_calBP2000\tage, , , calendar years before 2000AD, , , , ,N', '##d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '##notes\tNotes - stalagmite ID,,,,,,,,C\t\t']",37.89,-115.58,58,114,1,6,174100.0,0.0,0.17405,0.0, Cal Year BP2000, United States Of America, Orbital control of western North America atmospheric circulation and climate over two glacial cycles," Matthew S. Lachniet, Rhawn F. Denniston, Yemane Asmerom, Victor J. Polyak", 10.1038/ncomms4805 ,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\leviathan2014.txt
122.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper']", Leviathan Cave,"['##"" in columns one and two.', '##age_calBP2000\tage, , , calendar years before 2000AD, , , , ,N', '##d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ']",37.89,-115.58,58,115,2,6,13350.0,0.0,0.0133,0.0, Cal Year BP2000, United States Of America, Orbital control of western North America atmospheric circulation and climate over two glacial cycles," Matthew S. Lachniet, Rhawn F. Denniston, Yemane Asmerom, Victor J. Polyak", 10.1038/ncomms4805 ,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\leviathan2014lc1a.txt
123.0,['Upper'], Leviathan Cave,"['##"" in columns one and two.', '##age_calBP2000\tage, , , calendar years before 2000AD, , , , ,N', '##d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ']",37.89,-115.58,58,116,3,6,60150.0,32300.0,0.0601,0.03225, Cal Year BP2000, United States Of America, Orbital control of western North America atmospheric circulation and climate over two glacial cycles," Matthew S. Lachniet, Rhawn F. Denniston, Yemane Asmerom, Victor J. Polyak", 10.1038/ncomms4805 ,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\leviathan2014lc1b.txt
124.0,['Upper'], Leviathan Cave,"['##"" in columns one and two.', '##age_calBP2000\tage, , , calendar years before 2000AD, , , , ,N', '##d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ']",37.89,-115.58,58,117,4,6,103800.0,69650.0,0.10375,0.0696, Cal Year BP2000, United States Of America, Orbital control of western North America atmospheric circulation and climate over two glacial cycles," Matthew S. Lachniet, Rhawn F. Denniston, Yemane Asmerom, Victor J. Polyak", 10.1038/ncomms4805 ,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\leviathan2014lc1c.txt
125.0,['Upper'], Pinnacle Cave,"['##"" in columns one and two.', '##age_calBP2000\tage, , , calendar years before 2000AD, , , , ,N', '##d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ']",35.97,-115.5,59,118,1,1,20050.0,15650.0,0.02,0.0156, Cal Year BP2000, United States Of America, Orbital control of western North America atmospheric circulation and climate over two glacial cycles," Matthew S. Lachniet, Rhawn F. Denniston, Yemane Asmerom, Victor J. Polyak", 10.1038/ncomms4805 ,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\leviathan2014pc1.txt
126.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper', 'Chibanian']", Leviathan Cave,"['##"" in columns one and two.', '## age_BP2000\tage, , , calendar years before 2000CE, , , , ,N, present defined as 2000 CE', '## d18O\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N,composite 100-yr interpolated', '## d18Oivc\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N, corrected for ice-volume ', '## d18Oflt\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N,filtered for difference in precipitation d18O values between the sites as determined from multiple regression analysis ']",37.89,-115.58,58,119,5,6,174000.0,0.0,0.17395,0.0, Cal Year BP2000, United States Of America , Arctic cryosphere and Milankovitch forcing of Great Basin paleoclimate," Matthew Lachniet, Yemane Asmerom, Victor Polyak, Rhawn Denniston",10.1038/s41598-017-13279-2 ,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\leviathan2017.txt
127.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper']", Leviathan Cave,"['##"" in columns one and two.', '## depth\tdepth, , , millimeter, , speleothems, , ,N,', '## age_calBP\tage, , , calendar years before present, , speleothems, , ,N, Ages reported in years before CE 2000', '## d18O\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N, ', '## d18Oivc\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,corrected,isotope ratio mass spectrometry,N, ice volume corrected', '## d13C\tdelta 13C, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N, ']",37.89,-115.58,58,120,6,6,13358.0,-10.0,0.013358,0.0, Cal Year BP, United States Of America , Great Basin Paleoclimate and Aridity Linked to Arctic Warming and Tropical Pacific Sea Surface Temperatures," Matthew S. Lachniet, Yemane Asmerom, Victor Polyak, Rhawn Denniston",Unknown_DOI,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\nevada\leviathan2020iso.txt
128.0,"['Greenlandian', 'Upper']", Fort Stanton Cave,[],33.5067,-105.4433,60,121,1,1,26000.0,11400.0,0.026,0.0114, Cal Year BP, USA, Climatic backdrop to the terminal Pleistocene extinction of North American mammals," Victor J. Polyak, Yemane Asmerom, Stephen J. Burns and Matthew S. Lachniet", 10.1130/G33226.1,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\newmexico\fort-stanton2012.txt
129.0,['Upper'], Kingston,"['##"" in columns one and two.', '## depth_mm\tdepth, , , mm, , , distance from top, ,N,', '## age_calBP\tage, , , calendar years before present, , , , ,N,', '## age_calBPerr\tage absolute error, , range, years, , ,  plus or minus, ,N,', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil, ,speleothems,,isotope ratio mass spectrometry,N,']",32.9167,-107.7167,61,122,1,2,86094.0,69324.0,0.086094,0.069324, Cal Year BP, United States Of America, Rapid speleothem d13C change in southwestern North America coincident with Greenland stadial 20 and the Toba (Indonesia) supereruption," Victor J. Polyak, Yemane Asmerom, Matthew S. Lachniet",10.1130/G39149.1 ,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\newmexico\kingston2017d13c.txt
130.0,['Upper'], Kingston,"['##"" in columns one and two.', '## depth_mm\tdepth, , , mm, , , distance from top, ,N,', '## age_calBP\tage, , , calendar years before present, , , , ,N,', '## age_calBPerr\tage absolute error, , range, years, , ,  plus or minus, ,N,', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil, ,speleothems,,isotope ratio mass spectrometry,N,']",32.9167,-107.7167,61,123,2,2,86095.0,69328.0,0.086095,0.069328, Cal Year BP, United States Of America, Rapid speleothem d13C change in southwestern North America coincident with Greenland stadial 20 and the Toba (Indonesia) supereruption," Victor J. Polyak, Yemane Asmerom, Matthew S. Lachniet",10.1130/G39149.1 ,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\newmexico\kingston2017d18o.txt
131.0,['Meghalayan'],UnknownPlace,[],32.5,105.0,62,124,1,1,12.0,0.0,1.2e-08,0.0, cal kyr BP, New Mexico,"Solar forcing of Holocene climate: New insights from 
a speleothem record, southwestern United States. ","Asmerom, Y., V. Polyak, S. Burns, and J. Rassmussen. ","10.1130/G22865A.1 
",C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\newmexico\pink-panther2007.txt
132.0,"['Meghalayan', 'Northgrippian']",  Oregon Caves National Monument,"['## depth_mm\tdepth,,,millimeter,,speleothems,,,N,', '## age_calkaBP\tage,,,calendar kiloyear before present,,speleothems,,,N,', '## d13CcarbVPDB\tdelta 13C,calcium carbonate,,per mil VPDB,,speleothems,raw,isotope ratio mass spectrometry,N,', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,per mil VPDB,,speleothems,raw,isotope ratio mass spectrometry,N,']",42.0981,-123.4072,63,125,1,3,7992.0,234.0,0.007992,0.000234, Cal Year BP,USA, Holocene winter climate variability in mid-latitude western North America," Ersek, V., P.U. Clark, A.C. Mix, H. Cheng, and R.L. Edwards",10.1016/j.yqres.2005.06.008,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\oregon\oregoncaves2012ersek-noaa.txt
133.0,"['Meghalayan', 'Northgrippian']",  Oregon Caves National Monument,"['## age_calkaBPinterp\tage,,,calendar kiloyear before present,,speleothems,interpolated,,N,', '## d13CcarbVPDB-4dt\tdelta 13C,calcium carbonate,,per mil VPDB,,speleothems,averaged;interpolated;smoothed,isotope ratio mass spectrometry,N,interpolated to 4-year time steps: first block-averaging in 1-year increments for any subannual resolution and then using Gaussian interpolation with a smoothing window of 30 years', '## d18OcarbVPDB-4dt\tdelta 18O,calcium carbonate,,per mil VPDB,,speleothems,averaged;interpolated;smoothed,isotope ratio mass spectrometry,N,interpolated to 4-year time steps: first block-averaging in 1-year increments for any subannual resolution and then using Gaussian interpolation with a smoothing window of 30 years']",42.0981,-123.4072,63,126,2,3,7971.0,235.0,0.007971,0.000235, Cal Year BP,USA, Holocene winter climate variability in mid-latitude western North America," Ersek, V., P.U. Clark, A.C. Mix, H. Cheng, and R.L. Edwards",10.1016/j.yqres.2005.06.008,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\oregon\oregoncaves2012ersek4yr-noaa.txt
134.0,"['Greenlandian', 'Upper']",  Oregon Caves National Monument,"['## age_calkaBP\tage,,,calendar kiloyear before present,,speleothems,,,N,', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,per mil VPDB,,speleothems,raw,isotope ratio mass spectrometry,N,', '## d18OcarbVPDB-adj\tdelta 18O,calcium carbonate,,per mil VPDB,,speleothems,corrected,isotope ratio mass spectrometry,N,corrected for ice volume', '## d13CcarbVPDB\tdelta 13C,calcium carbonate,,per mil VPDB,,speleothems,raw,isotope ratio mass spectrometry,N,']",42.0981,-123.4072,63,127,3,3,13320.0,9170.0,0.01332,0.00917, Cal Year BP,USA, Holocene winter climate variability in mid-latitude western North America," Ersek, V., P.U. Clark, A.C. Mix, H. Cheng, and R.L. Edwards",10.1016/j.yqres.2005.06.008,C:\Users\11\Desktop\石笋\-180-0\data\pub\data\paleo\speleothem\northamerica\usa\oregon\oregoncaves2012vacco-noaa.txt
